user_id,phone_id,visit_time
1,9,"2024-05-31 15:54:17"
1,8,"2024-05-31 15:54:17"
1,11,"2024-05-31 15:54:17"
1,12,"2024-05-31 15:54:17"
1,7,"2024-05-31 15:54:17"
1,62,"2024-05-31 15:54:17"
1,40,"2024-05-31 15:54:17"
1,33,"2024-05-31 15:54:17"
1,82,"2024-05-31 15:54:17"
1,44,"2024-05-31 15:54:17"
2,12,"2024-05-31 15:54:17"
2,6,"2024-05-31 15:54:17"
2,9,"2024-05-31 15:54:17"
2,11,"2024-05-31 15:54:17"
2,10,"2024-05-31 15:54:17"
2,2,"2024-05-31 15:54:17"
2,14,"2024-05-31 15:54:17"
2,60,"2024-05-31 15:54:17"
2,52,"2024-05-31 15:54:17"
2,40,"2024-05-31 15:54:17"
3,4,"2024-05-31 15:54:17"
3,15,"2024-05-31 15:54:17"
3,10,"2024-05-31 15:54:17"
3,3,"2024-05-31 15:54:17"
3,9,"2024-05-31 15:54:17"
3,11,"2024-05-31 15:54:17"
3,85,"2024-05-31 15:54:17"
3,66,"2024-05-31 15:54:17"
3,51,"2024-05-31 15:54:17"
3,21,"2024-05-31 15:54:17"
4,11,"2024-05-31 15:54:17"
4,10,"2024-05-31 15:54:17"
4,4,"2024-05-31 15:54:17"
4,2,"2024-05-31 15:54:17"
4,6,"2024-05-31 15:54:17"
4,25,"2024-05-31 15:54:17"
4,55,"2024-05-31 15:54:17"
4,31,"2024-05-31 15:54:17"
4,78,"2024-05-31 15:54:17"
4,84,"2024-05-31 15:54:17"
5,10,"2024-05-31 15:54:17"
5,6,"2024-05-31 15:54:17"
5,3,"2024-05-31 15:54:17"
5,14,"2024-05-31 15:54:17"
5,11,"2024-05-31 15:54:17"
5,12,"2024-05-31 15:54:17"
5,9,"2024-05-31 15:54:17"
5,4,"2024-05-31 15:54:17"
5,8,"2024-05-31 15:54:17"
5,87,"2024-05-31 15:54:17"
6,8,"2024-05-31 15:54:17"
6,12,"2024-05-31 15:54:17"
6,11,"2024-05-31 15:54:17"
6,9,"2024-05-31 15:54:17"
6,15,"2024-05-31 15:54:17"
6,65,"2024-05-31 15:54:17"
6,40,"2024-05-31 15:54:17"
6,56,"2024-05-31 15:54:17"
6,66,"2024-05-31 15:54:17"
6,60,"2024-05-31 15:54:17"
7,13,"2024-05-31 15:54:17"
7,9,"2024-05-31 15:54:17"
7,6,"2024-05-31 15:54:17"
7,14,"2024-05-31 15:54:17"
7,3,"2024-05-31 15:54:17"
7,8,"2024-05-31 15:54:17"
7,11,"2024-05-31 15:54:17"
7,5,"2024-05-31 15:54:17"
7,10,"2024-05-31 15:54:17"
7,80,"2024-05-31 15:54:17"
8,5,"2024-05-31 15:54:17"
8,13,"2024-05-31 15:54:17"
8,3,"2024-05-31 15:54:17"
8,12,"2024-05-31 15:54:17"
8,11,"2024-05-31 15:54:17"
8,15,"2024-05-31 15:54:17"
8,8,"2024-05-31 15:54:17"
8,6,"2024-05-31 15:54:17"
8,1,"2024-05-31 15:54:17"
8,19,"2024-05-31 15:54:17"
9,10,"2024-05-31 15:54:17"
9,4,"2024-05-31 15:54:17"
9,7,"2024-05-31 15:54:17"
9,5,"2024-05-31 15:54:17"
9,13,"2024-05-31 15:54:17"
9,30,"2024-05-31 15:54:17"
9,16,"2024-05-31 15:54:17"
9,49,"2024-05-31 15:54:17"
9,92,"2024-05-31 15:54:17"
9,81,"2024-05-31 15:54:17"
10,6,"2024-05-31 15:54:17"
10,2,"2024-05-31 15:54:17"
10,4,"2024-05-31 15:54:17"
10,11,"2024-05-31 15:54:17"
10,14,"2024-05-31 15:54:17"
10,8,"2024-05-31 15:54:17"
10,41,"2024-05-31 15:54:17"
10,85,"2024-05-31 15:54:18"
10,68,"2024-05-31 15:54:18"
10,86,"2024-05-31 15:54:18"
11,3,"2024-05-31 15:54:18"
11,14,"2024-05-31 15:54:18"
11,1,"2024-05-31 15:54:18"
11,7,"2024-05-31 15:54:18"
11,13,"2024-05-31 15:54:18"
11,11,"2024-05-31 15:54:18"
11,89,"2024-05-31 15:54:18"
11,92,"2024-05-31 15:54:18"
11,65,"2024-05-31 15:54:18"
11,64,"2024-05-31 15:54:18"
12,10,"2024-05-31 15:54:18"
12,1,"2024-05-31 15:54:18"
12,8,"2024-05-31 15:54:18"
12,2,"2024-05-31 15:54:18"
12,4,"2024-05-31 15:54:18"
12,13,"2024-05-31 15:54:18"
12,86,"2024-05-31 15:54:18"
12,25,"2024-05-31 15:54:18"
12,27,"2024-05-31 15:54:18"
12,63,"2024-05-31 15:54:18"
13,12,"2024-05-31 15:54:18"
13,2,"2024-05-31 15:54:18"
13,4,"2024-05-31 15:54:18"
13,5,"2024-05-31 15:54:18"
13,11,"2024-05-31 15:54:18"
13,8,"2024-05-31 15:54:18"
13,10,"2024-05-31 15:54:18"
13,64,"2024-05-31 15:54:18"
13,45,"2024-05-31 15:54:18"
13,34,"2024-05-31 15:54:18"
14,7,"2024-05-31 15:54:18"
14,3,"2024-05-31 15:54:18"
14,14,"2024-05-31 15:54:18"
14,9,"2024-05-31 15:54:18"
14,11,"2024-05-31 15:54:18"
14,12,"2024-05-31 15:54:18"
14,15,"2024-05-31 15:54:18"
14,1,"2024-05-31 15:54:18"
14,4,"2024-05-31 15:54:18"
14,20,"2024-05-31 15:54:18"
15,11,"2024-05-31 15:54:18"
15,14,"2024-05-31 15:54:18"
15,15,"2024-05-31 15:54:18"
15,10,"2024-05-31 15:54:18"
15,13,"2024-05-31 15:54:18"
15,1,"2024-05-31 15:54:18"
15,77,"2024-05-31 15:54:18"
15,69,"2024-05-31 15:54:18"
15,95,"2024-05-31 15:54:18"
15,22,"2024-05-31 15:54:18"
16,1,"2024-05-31 15:54:18"
16,11,"2024-05-31 15:54:18"
16,13,"2024-05-31 15:54:18"
16,4,"2024-05-31 15:54:18"
16,12,"2024-05-31 15:54:18"
16,9,"2024-05-31 15:54:18"
16,8,"2024-05-31 15:54:18"
16,6,"2024-05-31 15:54:18"
16,10,"2024-05-31 15:54:18"
16,87,"2024-05-31 15:54:18"
17,5,"2024-05-31 15:54:18"
17,4,"2024-05-31 15:54:18"
17,15,"2024-05-31 15:54:18"
17,9,"2024-05-31 15:54:18"
17,3,"2024-05-31 15:54:18"
17,7,"2024-05-31 15:54:18"
17,11,"2024-05-31 15:54:18"
17,8,"2024-05-31 15:54:18"
17,13,"2024-05-31 15:54:18"
17,17,"2024-05-31 15:54:18"
18,1,"2024-05-31 15:54:18"
18,2,"2024-05-31 15:54:18"
18,7,"2024-05-31 15:54:18"
18,3,"2024-05-31 15:54:18"
18,13,"2024-05-31 15:54:18"
18,14,"2024-05-31 15:54:18"
18,10,"2024-05-31 15:54:18"
18,5,"2024-05-31 15:54:18"
18,4,"2024-05-31 15:54:18"
18,50,"2024-05-31 15:54:18"
19,9,"2024-05-31 15:54:18"
19,12,"2024-05-31 15:54:18"
19,1,"2024-05-31 15:54:18"
19,11,"2024-05-31 15:54:18"
19,15,"2024-05-31 15:54:18"
19,2,"2024-05-31 15:54:18"
19,75,"2024-05-31 15:54:18"
19,87,"2024-05-31 15:54:18"
19,33,"2024-05-31 15:54:18"
19,65,"2024-05-31 15:54:18"
20,9,"2024-05-31 15:54:18"
20,6,"2024-05-31 15:54:18"
20,3,"2024-05-31 15:54:18"
20,2,"2024-05-31 15:54:18"
20,7,"2024-05-31 15:54:18"
20,38,"2024-05-31 15:54:18"
20,46,"2024-05-31 15:54:18"
20,89,"2024-05-31 15:54:18"
20,29,"2024-05-31 15:54:18"
20,75,"2024-05-31 15:54:18"
21,9,"2024-05-31 15:54:19"
21,1,"2024-05-31 15:54:19"
21,2,"2024-05-31 15:54:19"
21,6,"2024-05-31 15:54:19"
21,7,"2024-05-31 15:54:19"
21,5,"2024-05-31 15:54:19"
21,66,"2024-05-31 15:54:19"
21,44,"2024-05-31 15:54:19"
21,26,"2024-05-31 15:54:19"
21,84,"2024-05-31 15:54:19"
22,1,"2024-05-31 15:54:19"
22,3,"2024-05-31 15:54:19"
22,7,"2024-05-31 15:54:19"
22,2,"2024-05-31 15:54:19"
22,6,"2024-05-31 15:54:19"
22,25,"2024-05-31 15:54:19"
22,29,"2024-05-31 15:54:19"
22,59,"2024-05-31 15:54:19"
22,77,"2024-05-31 15:54:19"
22,50,"2024-05-31 15:54:19"
23,3,"2024-05-31 15:54:19"
23,4,"2024-05-31 15:54:19"
23,7,"2024-05-31 15:54:19"
23,5,"2024-05-31 15:54:19"
23,11,"2024-05-31 15:54:19"
23,8,"2024-05-31 15:54:19"
23,2,"2024-05-31 15:54:19"
23,6,"2024-05-31 15:54:19"
23,63,"2024-05-31 15:54:19"
23,35,"2024-05-31 15:54:19"
24,4,"2024-05-31 15:54:19"
24,1,"2024-05-31 15:54:19"
24,5,"2024-05-31 15:54:19"
24,6,"2024-05-31 15:54:19"
24,3,"2024-05-31 15:54:19"
24,9,"2024-05-31 15:54:19"
24,8,"2024-05-31 15:54:19"
24,14,"2024-05-31 15:54:19"
24,12,"2024-05-31 15:54:19"
24,66,"2024-05-31 15:54:19"
25,7,"2024-05-31 15:54:19"
25,1,"2024-05-31 15:54:19"
25,4,"2024-05-31 15:54:19"
25,11,"2024-05-31 15:54:19"
25,5,"2024-05-31 15:54:19"
25,2,"2024-05-31 15:54:19"
25,6,"2024-05-31 15:54:19"
25,13,"2024-05-31 15:54:19"
25,12,"2024-05-31 15:54:19"
25,34,"2024-05-31 15:54:19"
26,8,"2024-05-31 15:54:19"
26,13,"2024-05-31 15:54:19"
26,2,"2024-05-31 15:54:19"
26,14,"2024-05-31 15:54:19"
26,10,"2024-05-31 15:54:19"
26,5,"2024-05-31 15:54:19"
26,1,"2024-05-31 15:54:19"
26,3,"2024-05-31 15:54:19"
26,9,"2024-05-31 15:54:19"
26,21,"2024-05-31 15:54:19"
27,13,"2024-05-31 15:54:19"
27,9,"2024-05-31 15:54:19"
27,1,"2024-05-31 15:54:19"
27,15,"2024-05-31 15:54:19"
27,8,"2024-05-31 15:54:19"
27,24,"2024-05-31 15:54:19"
27,34,"2024-05-31 15:54:19"
27,58,"2024-05-31 15:54:19"
27,65,"2024-05-31 15:54:19"
27,86,"2024-05-31 15:54:19"
28,14,"2024-05-31 15:54:19"
28,4,"2024-05-31 15:54:19"
28,1,"2024-05-31 15:54:19"
28,2,"2024-05-31 15:54:19"
28,15,"2024-05-31 15:54:19"
28,6,"2024-05-31 15:54:19"
28,5,"2024-05-31 15:54:19"
28,7,"2024-05-31 15:54:19"
28,13,"2024-05-31 15:54:19"
28,19,"2024-05-31 15:54:19"
29,4,"2024-05-31 15:54:19"
29,9,"2024-05-31 15:54:19"
29,6,"2024-05-31 15:54:19"
29,7,"2024-05-31 15:54:19"
29,15,"2024-05-31 15:54:19"
29,14,"2024-05-31 15:54:19"
29,10,"2024-05-31 15:54:19"
29,1,"2024-05-31 15:54:19"
29,12,"2024-05-31 15:54:19"
29,71,"2024-05-31 15:54:19"
30,4,"2024-05-31 15:54:19"
30,11,"2024-05-31 15:54:19"
30,5,"2024-05-31 15:54:19"
30,15,"2024-05-31 15:54:19"
30,14,"2024-05-31 15:54:19"
30,13,"2024-05-31 15:54:19"
30,6,"2024-05-31 15:54:19"
30,3,"2024-05-31 15:54:19"
30,1,"2024-05-31 15:54:19"
30,69,"2024-05-31 15:54:19"
31,4,"2024-05-31 15:54:20"
31,9,"2024-05-31 15:54:20"
31,8,"2024-05-31 15:54:20"
31,10,"2024-05-31 15:54:20"
31,7,"2024-05-31 15:54:20"
31,5,"2024-05-31 15:54:20"
31,11,"2024-05-31 15:54:20"
